,33N,35N,36N,37N,42N,47N,54N,63N,64N,66N,77N,79N,84N,85N,86N,88N,92N,99N,100N,101N,107N,109N,110N,126N,2,4,5,6,7,8,10,12,13,14,23,24,25,27,29,49,50,69,70,71,72,73,90,93,98,106,114,112,115,118,119,120,121,34N,38N,39N,46N,53N,55N,56N,57N,58N,59N,62N,65N,67N,68,75N,78N,83N,89N,102N,103N,104N,108N,111N,1,16,18,21,41,48,51,60,74,91,94,97,113,117,122,Pool1,Pool1v2,Pool2,Pool2v2
Label,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,Pool,Pool,Pool,Pool
F1441,NA,NA,22931.06496,19194.78,25790.61571,28662.17097,36384.96444,NA,36790.07158,18587.51595,53667.47333,38184.21833,NA,42758.76889,37451.544,20665.91936,NA,4066.849217,NA,22062.248,7971.02475,29045.9305,34689.772,20051.70914,10199.57384,67245.984,14169.7578,39858.22889,4255.890254,23620.9194,47351.54,39732.94189,24752.21024,7592.92882,51508.37236,37588.23575,34346.11299,NA,67858.59814,29178.201,42589.0974,10844.39306,32688.27905,21901.44383,20041.4825,33859.41253,36163.45778,34226.29245,26360.93979,NA,50440.66,25381.49429,24490.24711,5436.029224,70711.54025,31316.74857,19566.51383,33001.579,20728.98967,13951.76042,42766.7058,36198.18464,4343.831787,40357.98975,36611.4385,NA,23387.12155,24314.785,35793,33133.4415,NA,41432.6472,26182.14883,25506.481,NA,20436.6245,26833.37643,44065.77544,21766.49759,29786.8285,32500.20714,22005.6778,9836.311661,NA,22716.21786,32815.11938,16976.5692,26999.50387,25191.57339,29766.59637,27906.39486,37699.03778,NA,38367.40711,24824.83053,36338.03705,27721.49143,35986.36613,35021.025
F1442,NA,17681.016,30191.832,38017.32889,NA,28216.731,38941.44367,NA,23195.75,46142.2632,51533.3766,29550.48966,NA,43819.18545,14846.2662,35421.12275,NA,12126.56525,NA,33658.0985,34333.57525,52165.93455,47168.86109,28304.45157,26476.98589,34906.66538,16920.25983,42055.33556,27996.87786,25720.84433,47615.88364,29688.05989,5291.650892,21910.8262,40520.75333,41086.34725,22772.55233,NA,31069.96305,36829.97333,39760.44667,NA,14667.66,8609.046471,NA,9473.159422,40279.29111,23544.56222,18727.336,24607.7436,45581.33236,62126.89938,38144.76975,31167.07,22863.91193,51564.71385,35527.882,20264.99717,14430.63601,33687.26213,38874.288,27216.55357,NA,47624.24722,35666.54467,NA,35827.207,27244.584,44980.2135,31931.84571,2970.43483,33430.41257,14652.25335,46654.98473,NA,NA,NA,27496.29533,9092.44466,41924.30589,53636.739,37417.66444,30970.49214,NA,34315.30283,17763.75181,42962.31556,51268.9596,NA,29119.28914,44028.9228,7005.84521,NA,33381.52457,15754.2642,34519.91657,31121.70171,42865.64296,44540.1528
F1443,NA,NA,5659.057489,26885.2485,8620.660547,69160.5114,71593.79909,NA,NA,162583.182,37105.65514,51153.85562,NA,150226.5155,8968.2264,61606.1676,NA,278526.6733,78859.98918,111987.1302,53038.419,126981.0258,84520.64824,NA,NA,4411.665478,3927.542621,102604.7718,42353.98174,29606.47758,NA,118107.7199,NA,76107.74183,NA,30633.58067,70977.25756,15311.7525,NA,31085.30666,11257.61325,137247.8997,90853.67931,72696.07873,NA,289283.1738,79444.99568,62136.50412,122360.6748,80337.867,40535.04464,41549.46222,64500.34767,162960.672,96163.85811,61076.45914,173778.8134,51753.05753,NA,NA,NA,1885.335124,41329.63348,19209.21778,15039.2123,13795.375,16400.30389,28354.50488,99001.66314,52965.47445,37009.25631,38043.39367,14645.80856,102187.6914,NA,49710.061,52900.48694,NA,143031.1255,83553.14342,199691.5819,54554.54183,279590.5446,NA,171631.2206,104871.2529,162496.3881,78457.06957,62108.55427,38204.78663,98291.2824,6181.989656,223146.4497,16333.92357,36972.624,79228.3134,113502.1697,125268.6132,192275.5467
F1444,NA,4526.769418,4461.609265,9938.186719,NA,27557.16317,NA,NA,18634.9128,27834.56083,31178.30033,NA,NA,24491.9988,4996.70332,7930.356299,NA,50387.82255,65496.5898,29080.98567,40738.66971,22283.8674,39343.51143,23360.2692,3658.399902,43626.83556,24805.17675,32605.202,18610.96794,27723.80133,19219.6236,20174.19433,NA,19089.9096,31323.984,NA,NA,26984.5032,NA,13625.96732,4729.745407,43955.10444,21491.73533,NA,9614.695358,56533.38473,19258.5378,17177.70083,18809.5278,6520.067947,41489.43825,30951.79217,7752.816602,58159.82836,29378.209,26926.5325,43294.57556,NA,NA,13541.88002,35807.10571,NA,NA,9526.472778,NA,41845.88813,12691.95425,NA,8505.799011,3873.700623,48104.23178,4979.129791,28028.202,20725.3038,NA,5096.441396,52963.224,27386.6166,43338.4452,27879.5298,11801.72516,21738.0708,44950.88667,NA,31135.3935,21685.07574,17776.13602,45652.05125,27455.85111,6927.44455,23478.08967,50198.10188,58759.4442,27145.058,45223.28,63670.77818,34586.3475,33882.23929,25912.73383
F1445,NA,34807.42017,12193.79652,59960.57538,62603.39545,NA,NA,40242.2718,NA,62930.2482,62931.246,47565.70763,NA,14930.0814,26230.14225,90905.61017,25247.76889,NA,NA,8990.511486,59543.80218,75300.89229,22031.424,73663.92727,40790.13637,4092.200764,NA,4129.94085,79405.46869,NA,39389.66811,37587.28667,42155.47286,16748.073,41759.32357,87628.89156,NA,NA,38074.3265,42671.13075,46384.69333,NA,NA,NA,52464.00833,NA,32402.41714,12721.3876,NA,NA,23377.23933,34828.20786,49219.28672,4479.335571,10955.89637,54580.6578,7016.27623,NA,5618.284166,66688.89985,49754.0475,11130.61169,63493.09614,88153.6344,23087.86767,NA,62277.824,45878.82,98637.18071,59549.6955,NA,83863.0944,39584.04833,8790.053032,20188.164,NA,NA,48313.24929,NA,31801.94617,48386.63433,5673.904468,NA,NA,46071.10625,30158.505,18446.3286,10840.42224,NA,64369.152,6613.634761,NA,NA,9069.672546,NA,7743.116679,3559.456226,25787.688,15096.85543
F1446,NA,NA,34515.8976,NA,NA,21489.5395,15330.42875,NA,NA,164505.3403,10792.2048,NA,NA,91563.117,NA,32339.6958,NA,89611.135,55275.1266,156408.1434,49955.8548,55799.83783,34776.95709,NA,NA,28375.01225,22896.83,23974.93475,NA,28064.63418,NA,40797.0486,NA,128073.6168,NA,9833.319,31279.82511,10197.516,NA,62542.24582,NA,23540.0976,18020.87544,6170.3952,NA,34469.9988,43789.25227,27495.3768,80207.61891,67445.9045,38327.77617,19870.74444,30579.5766,110522.3148,48934.99927,10863.0486,101297.5665,26738.70225,NA,NA,NA,NA,21152.3,NA,14791.64375,NA,NA,9182.7534,14329.6855,22414.45375,55858.85964,NA,7236.720848,51087.79325,NA,75761.27188,40737.54367,NA,89976.60667,37670.70956,17553.41575,71868.5406,112632.0772,NA,183754.848,159378.595,31668.585,54587.32844,66798.76021,28406.73333,80557.58444,NA,98496.78789,15102.56786,61098.055,44562.7458,39067.8612,63731.436,56862.86846
F1447,NA,63239.72073,18417.3924,75902.44024,81686.8926,3525.914822,26623.82643,30640.80343,NA,26520.195,66740.49525,78027.93969,NA,27174.719,26438.11778,50555.31235,3363.198635,NA,NA,18146.434,56325.98075,44597.0295,29997.58143,75433.68,52101.07636,22948.4022,NA,4393.467819,48509.0416,3775.422821,55905.60817,58183.66167,45315.68643,24651.06286,45419.91067,61067.89318,NA,NA,36740.22333,46813.96144,56136.25309,NA,NA,NA,61861.6044,NA,39150.6786,28256.28,5993.372726,NA,32810.54071,32013.65829,52685.6852,18441.3396,17358.24525,60884.58092,6684.655762,NA,13593.89345,NA,45497.746,22432.82643,52318.6452,51646.30773,37812.47738,NA,52508.31034,59001.98691,92029.26412,68053.08086,NA,70772.78636,33826.55,22300.22866,35503.936,NA,NA,43485.936,NA,29434.08767,60164.325,16131.4326,11853.01697,NA,49229.4564,15491.61394,19526.946,25366.919,NA,48023.72267,16314.03,NA,NA,19527.9438,NA,13434.6993,12634.81721,28118.51693,22010.61333
F1448,19614.40983,NA,20974.45667,17170.75778,46472.09183,46936.08433,29881.84373,NA,NA,17705.29613,49150.16275,49393.48636,20465.50991,2830.974365,10813.07611,NA,21329.57813,79256.92431,120107.748,NA,35850.65513,7725.535075,38537.9325,NA,12500.4384,67853.98425,35449.8384,44770.10618,34183.72236,25986.5735,37019.16675,15523.99225,21291.0564,19989.07429,60802.9386,34399.78182,40072.6703,NA,56741.7925,43069.824,42017.358,56744.038,53889.47525,47793.22275,NA,47812.08864,32831.21164,17248.10425,26487.594,128410.0325,35563.5876,44202.34764,43378.18864,27493.69812,47351.46182,59352.30269,13884.387,26942.24325,NA,9846.175503,NA,NA,2265.515259,46023.65815,63117.9475,37609.90875,41981.38117,45237.95227,25732.2642,49953.21136,38290.99244,39417.0912,4397.16507,42661.02397,12130.94929,29698.85556,NA,NA,49734.3432,85317.8868,22543.79111,23950.99575,24426.59778,26281.03388,25372.27228,NA,48545.9634,47973.2262,67071.04546,10862.67286,45644.06925,NA,13146.27312,NA,74625.15631,40311.12,29263.00975,38065.76582,29363.79345
F1449,NA,NA,19801.341,58291.17877,43081.0128,7650.538967,NA,12858.6486,NA,63323.53745,71622.486,62034.35636,NA,24242.93929,22765.11286,41857.44733,NA,NA,NA,12679.33591,32051.61556,76032.36,37594.26786,53610.7962,23905.09317,16600.3986,NA,15112.12324,69945.78,7697.278429,49103.7336,45153.4434,24099.8634,28541.70786,44166.94537,52844.4858,NA,NA,38510.30071,46818.95089,57113.0742,NA,NA,NA,28515.672,NA,35647.08863,15473.4015,NA,NA,33175.75643,53525.2965,60652.30133,6285.770752,18468.19435,55616.3742,22789.5155,NA,4643.221966,35326.3365,55603.16222,25952.26857,42224.9004,70510.96,25818.9375,NA,69166.46786,49180.2115,98359.64471,53789.20367,NA,36422.78832,54974.9295,17768.8224,NA,NA,NA,56560.452,NA,43090.43467,58228.36136,17145.1974,12736.63237,NA,51793.64667,29634.66,31836.63214,30701.07071,NA,43672.73262,15177.5358,NA,NA,20774.196,NA,15216.47312,13927.54395,36204.05829,33409.20429
F1450,NA,24693.41475,25446.70286,30815.50875,27287.40143,22847.38983,32261.45745,NA,18689.41833,25488.60686,43960.74861,35694.21286,NA,27113.85625,15360.68317,29356.79825,NA,31845.81255,48086.95992,20945.016,24170.52825,34740.65725,36559.57556,31802.94529,16752.0642,23319.365,19103.975,25759.98514,30462.13012,17636.115,38790.30063,42602.92725,25337.98183,30313.86867,27722.46714,31463.91771,21059.2725,20523.6493,42180.61078,28053.73029,55839.08193,3442.493173,13711.7676,15477.8736,23590.77567,21854.15802,33255.6762,22977.65643,15535.26717,54966.84064,30310.45313,23278.22699,41399.10717,18733.323,16524.84433,36883.1981,27409.14,12876.80295,23036.97817,23452.07683,50902.47183,23845.79214,NA,43577.80778,29915.75714,24946.79062,27562.85486,25070.56457,40115.65556,26734.752,16523.29802,33019.09286,28953.87695,29790.65111,NA,27515.66103,32012.70436,20609.559,16332.37736,33860.89237,43354.07085,25170.23925,16348.953,NA,19850.89633,21457.84648,35115.22125,27590.75,NA,28931.75675,26705.81829,45542.38166,45343.9752,23036.97817,19856.05007,26567.136,19172.36967,33947.39333,31504.672
F1451,NA,NA,7307.874374,11376.47837,NA,40341.028,NA,NA,8766.490298,40130.064,34457.62163,NA,NA,26990.39383,4098.375811,13574.0712,NA,71430.81018,84209.331,44725.38889,48484.92343,19394.2386,34358.39517,NA,NA,33556.93786,25795.42778,35988.71571,NA,54050.826,NA,20219.09683,NA,38351.64143,33517.22167,NA,NA,54403.83333,NA,4451.44207,4405.46657,47055.82433,NA,NA,NA,68584.95969,21791.68217,12826.719,21788.04233,93451.65964,40232.27325,42841.99857,NA,64629.68145,35921.85929,25777.0285,65178.48145,4441.549728,NA,NA,36241.97143,NA,NA,NA,NA,64823.0748,18228.8082,NA,NA,12500.4384,58800.60278,NA,41746.35317,20078.7294,NA,14965.48049,76969.69891,23531.1174,48296.43556,46041.9525,NA,18783.585,56465.502,NA,38587.13571,30274.2498,18595.9986,60957.5976,33023.5295,3853.231812,21275.0916,70434.702,81298.23418,20056.14279,41790.92444,65840.03491,38241.762,31194.01214,23725.48317
F1452,3221.566124,1568.989655,19490.416,28194.408,9403.2672,15066.645,45808.698,14106.36983,15751.2708,8252.59385,1285.854092,6056.350493,6741.1368,11214.64883,4687.6644,10726.70833,23207.60767,12245.0016,NA,10873.0266,2966.31075,13545.5875,9657.7062,5920.9452,3472.636751,647077.8738,12356.17017,11784.41167,35578.74533,7335.8256,5888.0178,9605.143667,NA,17117.83083,4106.767639,8401.351,9618.792,11518.988,NA,8405.4672,19744.12817,42051.69571,31951.62117,12823.7256,11927.67429,11647.64917,6016.734,5525.003167,24825.12686,679.0686226,145796.0355,9014.1252,17243.55783,6415.220808,5801.403,12260.89176,7554.3438,35057.68457,9636.7524,8383.5156,219109.8954,29450.75571,28863.71556,7682.0622,10018.24667,6224.1451,9202.019,5040.8856,7089.369,12888.32286,10757.2818,2450.973272,NA,22251.21643,17089.8915,7103.5755,8286.729,774.9847031,21176.3094,176662.6745,3888.813446,19502.388,7501.89,10204.5006,6685.261575,1579.206928,12225.40733,2396.339617,17521.37357,12099.70133,13418.4144,13270.1855,15117.175,8332.6278,3152.0997,5148.648,6506.6538,9597.668052,10590.6492
F1453,NA,NA,25630.95857,16867.809,NA,47642.89111,24743.31429,NA,28840.92686,29035.48114,33406.26143,NA,NA,43152.89111,29116.99463,20836.75567,NA,26477.03245,26069.48438,30793.45371,14816.5875,25859.52,39832.28667,NA,17488.027,60968.68655,27274.494,48369.27333,NA,36209.34525,33166.833,31345.314,NA,21381.57267,49175.5752,20271.3048,18248.7642,NA,28923.35433,22618.886,18411.4056,39350.2386,26369.58857,3717.735166,NA,74453.8404,30349.825,25868.11594,19750.4532,22586.2008,47434.35556,29252.18214,19109.8656,17158.33053,53527.20642,26003.53667,36672.32444,29300.07929,3216.815754,NA,42365.64444,NA,NA,19891.143,24378.06617,26461.17571,24415.89633,15907.9254,31552.24286,21634.40167,22540.595,NA,35613.41143,34599.9745,NA,45949.6878,NA,45596.537,34017.55875,47895.32889,5423.099817,31289.3685,38667.88,NA,30873.7,47049.21333,20152.5666,45819.95111,17587.43785,15588.6294,35338.3095,25268.73643,8759.728821,41110.45425,44777.2728,60936.6438,53520.9942,42578.921,40664.43333
F1454,NA,NA,24142.15571,31059.9575,19214.27867,39873.19556,35068.8525,NA,27964.93371,38641.93778,53464.21364,10160.84977,NA,45655.92446,18625.557,32056.70975,NA,24919.88967,9173.570538,21652.84073,38483.1504,26313.86283,24296.5552,9043.258122,27736.45225,25662.97967,24526.6905,35786.29925,25334.95886,33275.76686,46398.6978,38667.88,4885.780319,17040.54781,45819.9738,27369.5705,26811.42357,NA,58970.05673,34153.26975,31874.12325,NA,28469.59333,4669.751639,NA,18555.0888,29025.504,15014.96959,22191.16114,34392.3215,28217.35543,37444.65002,35869.1125,28803.66188,19833.2706,34573.03525,32420.8885,31368.20063,15842.0706,19547.555,32318.17763,27497.57105,NA,40135.4915,10096.62815,NA,29376.91429,23959.54786,37511.11913,33372.742,7433.96167,25017.67733,6344.27475,55873.8066,NA,NA,NA,26038.46083,22832.42233,20930.8506,33403.67225,44061.63775,32458.803,NA,26190.74533,20242.3686,40773.50245,9625.162434,12378.7068,27815.26786,43417.06473,8692.548286,19177.716,31272.84286,27908.06857,39800.35778,40013.88222,37242.92874,52798.76271
F1455,NA,33433.40367,12346.49164,54603.60436,63209.78618,NA,NA,39312.3222,NA,60808.9254,60168.3378,55253.175,NA,16668.249,21780.22786,63723.4992,23360.48229,NA,NA,7277.272682,65262.29818,80162.96862,22453.4934,64557.22,36667.3125,13301.65454,NA,4260.66626,75681.333,NA,36967.27725,37800.7565,42337.08286,16830.8904,36649.4205,80773.74693,NA,NA,30100.6326,44089.57475,40932.8325,NA,NA,NA,52376.5176,NA,33476.17856,7869.243507,NA,NA,22459.23267,34408.11,52098.1314,4352.372803,5178.143433,45403.6115,7959.329498,NA,NA,58809.3342,42178.42357,10749.8089,63659.72636,94879.8042,20964.7758,NA,62704.8445,51084.0775,95261.43,58924.15709,NA,92200.39564,38043.39367,8048.1698,20128.294,NA,NA,53195.76429,NA,31818.90933,46281.08878,7087.496025,NA,NA,44858.84,38547.2995,18883.365,10036.29415,NA,62552.97969,7287.154968,NA,NA,12260.85363,NA,NA,NA,21597.381,15999.90528
F1456,52870.19917,64877.696,133111.1493,NA,NA,36932.714,44142.672,20370.03047,109684.653,48117.5325,47254.8102,13396.90411,104818.4003,NA,87893.25286,7190.094913,NA,NA,NA,NA,54766.02667,NA,17306.841,62350.22037,6711.057251,NA,NA,NA,NA,42162.25925,3670.865479,NA,52973.202,31885.12926,44552.77333,8555.71106,31822.66214,88966.94371,59515.66694,52718.58667,56987.392,41147.35778,30218.07133,51268.21591,15572.6646,NA,NA,NA,NA,NA,83653.5564,42232.94,NA,21296.0454,14053.15091,35952.79286,56956.50411,NA,108902.8854,NA,27625.42034,163842.0457,NA,NA,108120.181,193180.4185,67916.528,NA,21324.20714,NA,123280.4333,NA,39203.51513,21486.34517,50343.89191,7685.635529,46206.09111,101308.1769,18093.1074,35435.09125,NA,NA,NA,12282.94694,12272.48822,35338.2675,27046.91786,28186.42629,35245.50222,NA,NA,64872.70725,8377.264984,98732.31,41572.47038,34960.55063,18197.8764,61613.1522,40560.89714
F1457,34985.0345,NA,25091.417,20609.1,NA,20548.242,20959.32,NA,9090.9558,71506.747,32359.92889,NA,NA,84395.7455,11107.53183,77105.40218,NA,34221.6,26705.54133,NA,57475.99111,78692.74545,39607.39491,NA,NA,24875.985,NA,21772.245,NA,19598.80325,NA,57636.849,NA,67434.23346,21419.697,NA,35402.10411,21131.34725,NA,74645.87723,19137.90214,3948.410916,15140.96811,8262.203573,NA,21748.176,64266.07525,45214.40492,29565.18369,NA,49336.12218,40925.7095,59765.37915,49957.73556,38051.49911,17601.30775,41118.42222,22675.7625,NA,NA,NA,NA,49749.3102,31668.86136,34024.22222,NA,NA,42089.1996,16881.34433,44941.73091,NA,4994.893229,5162.643402,60683.31055,NA,16292.44553,8872.269928,NA,51500.4492,27437.08,26787.83367,44565.7392,56131.25,NA,76899.07238,51281.51,29782.3344,51156.62623,50185.26545,66858.52062,122019.9642,NA,53992.2435,27374.643,46287.618,40587.5106,27217.55143,43766.30109,48644.7456
F1458,NA,NA,24748.30286,19609.42067,NA,34839.99176,22411.87143,NA,27974.91086,30283.708,49344.2034,16620.3546,NA,43065.08667,30928.2545,22733.63683,NA,42421.24218,32356.09687,34861.35778,16480.6626,26912.56283,39544.8235,NA,26340.90637,57506.25745,15339.1794,43496.12667,15689.4072,30234.61463,40479.84444,35825.70825,4260.987751,25158.4245,53648.7126,21780.061,16515.5856,NA,46443.44727,30152.92114,27125.856,28442.65333,19903.7815,14823.3168,NA,51849.07808,34790.54475,23115.7802,33158.10115,NA,44666.52,39296.48,22565.003,8532.798863,50976.28276,30012.54929,34208.51808,34028.45545,3564.127403,NA,43791.46889,4280.264324,NA,27973.92714,9740.781047,29128.3135,20327.1816,20177.18783,36028.7525,27071.86429,28379.98286,NA,37893.54725,42204.9444,NA,21901.44383,37535.355,46510.41333,40173.15782,39185.72667,21782.9718,30100.122,20762.00811,NA,28544.70143,41152.365,18787.5762,40310.71956,30649.08371,19348.45,43437.2274,28012.84357,32269.28175,34958.16675,30757.185,56220.06982,50651.3214,39955.91288,41057.55778
F1459,NA,NA,11586.7068,10748.55194,NA,46208.118,13637.9304,NA,21001.39817,40690.34888,27272.216,NA,NA,35142.15855,15459.9132,15771.75367,NA,74178.80145,77182.10222,41703.192,34775.32143,18842.4552,43217.74667,NA,NA,45186.3708,28357.84222,38855.79756,NA,59671.4334,16248.1752,23879.71929,NA,27588.096,25299.94675,NA,NA,67147.9488,NA,8137.244358,8381.896001,84712.768,25795.06875,NA,NA,68263.06175,21151.07317,29323.69111,17533.3416,91937.96945,46951.33673,33253.22767,NA,75843.316,58713.51117,15838.23389,52923.03722,7582.023331,NA,NA,41096.484,NA,NA,NA,NA,52814.37333,5083.884947,11903.84784,21108.16633,NA,50960.6394,NA,53794.44338,27078.84929,NA,60124.80133,64485.99564,49968.8262,51014.38222,39490.91461,NA,23689.56117,50493.669,NA,38715.6378,58647.6906,23915.0715,57921.2922,24941.43929,10185.46992,25301.062,70553.4402,76015.3974,36627.51167,46428.13012,63644.83491,42826.4241,32780.65,28004.86071
F1460,11052.64607,25275.003,4402.2936,9705.056075,15036.552,9551.726667,8310.041793,14117.16475,11245.61599,22550.82521,43190.32288,13780.923,18836.52225,7912.554,35961.95193,10949.2915,13688.13225,16389.0415,28022.58889,11873.40948,19589.8235,18359.51711,15124.89225,19262.46147,65039.87248,24812.2926,25288.73254,15770.30433,8245.8192,6953.6682,36545.53978,10302.7665,30385.74786,10093.08417,32502.239,13980.22875,9639.26275,16938.27556,41316.0165,7525.838571,12429.9695,9125.162659,9562.236833,11321.064,18945.00056,7563.757143,6765.500571,45247.30901,16045.37999,41511.54667,12855.08683,13844.51775,8464.620167,30700.62225,40514.28889,79607.7,11276.66009,9084.532087,8411.327667,18509.78183,27937.77778,11564.73297,11843.886,26259.51556,19055.56,6909.765,12709.48114,9739.085714,26648.64889,22271.49234,10607.6994,18161.0455,69138.79462,13729.29139,12873.59531,9294.706286,9356.683167,48574.6382,25204.53205,32987.6105,40837.42242,6136.354655,12058.37486,13423.7285,9100.9338,23065.9845,10140.40575,19040.59333,10919.55071,9513.57,24757.80266,26016.71766,15834.76947,23106.02428,9370.876429,14936.92357,9624.8584,12026.17429,7395.251625
F1461,NA,NA,20559.40138,27330.79838,NA,42262.87333,22744.15786,NA,30100.89938,29802.00143,49518.8184,25132.42817,NA,49725.363,23059.11003,23326.34983,NA,32423.95237,36799.97357,45264.29723,25716.77429,29425.80929,36584.49925,NA,30811.51775,43923.156,22516.22425,42164.42917,16885.7694,37395.71333,40247.36222,35650.08225,4799.202715,31029.02725,48113.916,10379.64555,16953.6198,NA,69971.06683,33712.209,33369.74875,8080.2176,22390.13333,4640.669418,NA,33184.16725,36198.37,21976.05556,19746.47025,38715.85929,33077.5605,44906.9868,26677.88229,NA,30560.69552,34521.15225,14496.14473,42566.148,11317.22455,NA,36789.6555,8702.39657,NA,32096.46857,9115.347702,17423.5836,28724.31571,25751.69929,31601.13786,30376.31287,24040.92343,NA,29682.25857,40705.54369,NA,NA,23175.677,41819.86,25871.44214,28660.96575,28140.89567,32525.65225,44594.1695,NA,35872.10575,21701.1522,19532.9328,38083.18222,24128.58825,26764.52429,28995.21279,26490.11357,26173.16833,24804.141,24804.141,46732.9608,51030.90731,40464.87778,39303.84967
F1462,NA,NA,26505.08143,25310.016,19843.252,33377.73075,13487.20528,NA,24314.20483,22491.16333,44900,36304.1315,NA,33121.57673,24946.42857,25423.40429,NA,15909.2448,25955.64067,3450.736389,12534.73325,25188.30683,28167.51143,20493.214,37666.63855,24296.33829,17583.55537,28519.92142,28295.17714,24276.223,43763.53111,30975.14875,11026.85211,22518.41143,38978.18889,25849.87033,24556.67833,5486.508247,47173.56781,28347.12571,33991.00571,NA,21605.57289,3939.026774,NA,11851.79251,25084.53217,13068.55913,23151.791,26153.21167,27189.61143,27646.10596,28751.13257,10795.84939,19327.386,34738.63111,31487.99225,31316.31113,16763.33384,16117.4634,39379.68922,36243.28,2321.804358,37246.0075,15305.54693,27151.25096,26115.294,19050.634,36723.79575,30829.47725,19434.44434,27332.65067,11850.89199,29094.8295,NA,39614.70988,39860.75226,16576.46518,20086.385,21131.93556,26587.26917,20462.22118,20259.85613,NA,21901.44383,8604.566507,15577.6536,18650.48227,13266.7488,32217.24667,4686.727844,21356.9112,28280.59233,26650.76857,20678.10017,21007.62625,35525.6712,32951.6915,27497.608
F1463,NA,NA,43806.7125,3014.744186,3700.341614,17441.544,15397.0518,NA,43218.98743,28478.16333,46785.36938,20298.2454,16091.52609,32117.03,43460.44987,3917.584928,NA,NA,NA,9562.5354,29119.89467,32434.34857,51182.00889,NA,NA,39033.87638,12552.324,24797.15617,12239.02918,NA,36677.23714,9619.847758,NA,NA,39225.76429,46049.44,57223.83,NA,25013.8482,61170.76222,32382.26467,42926.39556,20973.78941,19057.07571,3991.633824,34278.00413,13611.59707,13027.2768,17272.9158,NA,52843.488,24194.6544,47343.2375,NA,12247.41522,53910.19688,NA,40344.36214,51476.35333,NA,53239.42667,45456.49225,NA,32199.08383,61754.8398,NA,51533.25863,NA,44326.0415,9039.471675,NA,9181.174393,NA,36990.487,NA,NA,NA,28107.0282,15479.52976,NA,17110.00426,34081.81071,NA,NA,54078.55778,NA,22252.54655,10774.60667,36423.46921,8371.456473,33308.886,NA,NA,45274.77429,45469.35643,53913.1296,34936.97429,33008.11643,40729.15275
